image_id,psnr,mse,ssim,lpips
000000200839.jpg,48.55186462402344,5.583076199400239e-05,0.999873,0.00026644417084753513
000000200961.jpg,48.54133605957031,5.596629489446059e-05,0.9999215,0.00048406815039925277
000000201025.jpg,48.64617919921875,5.463135312311351e-05,0.9974287,0.0008585309842601418
000000201072.jpg,48.55713653564453,5.57630555704236e-05,0.9998501,0.00027283193776383996
000000201148.jpg,48.54507064819336,5.591818626271561e-05,0.9998143,0.00046784718870185316
000000201418.jpg,48.578468322753906,5.548983972403221e-05,0.99975085,0.0006983598577789962
000000201426.jpg,48.55539321899414,5.578541458817199e-05,0.9996473,0.00019094969320576638
000000201646.jpg,48.55808639526367,5.5750795581843704e-05,0.99982494,0.00040651162271387875
000000201676.jpg,48.547019958496094,5.5893084208946675e-05,0.9999056,0.00021868612384423614
000000201775.jpg,48.554168701171875,5.580117431236431e-05,0.99979454,0.00045976974070072174
000000201934.jpg,48.554710388183594,5.5794189393054694e-05,0.99979395,0.00029993036878295243
000000202001.jpg,48.595218658447266,5.5276177590712905e-05,0.9962611,0.0006957953446544707
000000202228.jpg,48.60213851928711,5.51882476429455e-05,0.99759245,0.0015087525825947523
000000202339.jpg,48.62821578979492,5.485777364810929e-05,0.99745345,0.0008355780737474561
000000202445.jpg,48.576847076416016,5.551051435759291e-05,0.9963343,0.0005905249854549766
000000203095.jpg,48.5391960144043,5.5993870773818344e-05,0.99983835,0.000514285929966718
000000203294.jpg,48.588279724121094,5.536454773391597e-05,0.99975634,0.0011217385763302445
000000203317.jpg,48.55876922607422,5.5742111726431176e-05,0.9998636,0.0004766920756082982
000000203389.jpg,48.62644958496094,5.4880081734154373e-05,0.9999123,0.0004109496367163956
000000203488.jpg,48.571807861328125,5.557496479013935e-05,0.99955004,0.0005833220784552395
000000203546.jpg,48.56074523925781,5.5716733186272904e-05,0.99988365,0.0008142596925608814
000000203580.jpg,48.56614685058594,5.564749881159514e-05,0.999352,0.0005878854426555336
000000203629.jpg,48.853118896484375,5.2089220844209194e-05,0.9955104,0.0006964426138438284
000000203639.jpg,48.552757263183594,5.581930963671766e-05,0.99989915,0.00021602031483780593
000000203864.jpg,48.554100036621094,5.580200377153233e-05,0.9998937,0.0002235647989436984
000000203931.jpg,48.66373062133789,5.4411004384746775e-05,0.99877405,0.0001805435458663851
000000204186.jpg,48.58405685424805,5.54184771317523e-05,0.99969906,0.0002494484942872077
000000204329.jpg,48.64290237426758,5.4672604164807126e-05,0.9989576,0.0003036722191609442
000000204871.jpg,48.5723876953125,5.556757241720334e-05,0.9985819,0.0003775199584197253
000000205105.jpg,48.7360954284668,5.351191430236213e-05,0.99166936,0.0014384458772838116
000000205282.jpg,48.548282623291016,5.5876836995594203e-05,0.9998267,0.0005348603590391576
000000205289.jpg,48.578277587890625,5.549226625589654e-05,0.99953836,0.001167371985502541
000000205324.jpg,48.55659484863281,5.5770022299839184e-05,0.9998885,0.0006856380496174097
000000205333.jpg,48.53070831298828,5.610341759165749e-05,0.9998789,0.000640817335806787
000000205401.jpg,48.85374069213867,5.2081839385209605e-05,0.9998555,0.0009847580222412944
000000205514.jpg,48.58238220214844,5.5439857533201575e-05,0.9998856,0.00024975158157758415
000000205542.jpg,48.55900573730469,5.5738986702635884e-05,0.9998824,0.0007858666940592229
000000205647.jpg,48.53319549560547,5.6071261496981606e-05,0.99989897,0.00045909686014056206
000000205776.jpg,48.55854415893555,5.574496026383713e-05,0.9997633,0.0008119215490296483
000000205834.jpg,48.58141326904297,5.5452179367421195e-05,0.9996839,0.0006861293222755194
000000206025.jpg,48.626190185546875,5.488345050252974e-05,0.9965772,0.00034791603684425354
000000206027.jpg,48.55944061279297,5.5733507906552404e-05,0.9997115,0.0003759331302717328
000000206135.jpg,48.851341247558594,5.211055395193398e-05,0.9998842,0.00037190699367783964
000000206218.jpg,48.63212585449219,5.480844993144274e-05,0.99913496,0.0008861394599080086
000000206271.jpg,48.549617767333984,5.5859647545730695e-05,0.999824,0.00014482808182947338
000000206411.jpg,48.55980682373047,5.572877125814557e-05,0.99981403,0.0010641415137797594
000000206487.jpg,48.6435546875,5.4664385970681906e-05,0.9996918,0.0002807288838084787
000000206579.jpg,48.59028244018555,5.5339070968329906e-05,0.998831,0.001781746163032949
000000206831.jpg,48.615692138671875,5.501622217707336e-05,0.9983034,0.00036890103365294635
000000206838.jpg,48.55045700073242,5.584888276644051e-05,0.99985904,0.00037529930705204606
000000206994.jpg,48.56962203979492,5.5602977226953954e-05,0.99948055,0.00047539646038785577
000000207306.jpg,48.56718063354492,5.563422746490687e-05,0.99976724,0.0009350317995995283
000000207538.jpg,48.571617126464844,5.557742770179175e-05,0.99919677,0.00052495306590572
000000207585.jpg,48.55455780029297,5.5796139349695295e-05,0.9998254,0.00046931306133046746
000000207728.jpg,48.5387077331543,5.600012082140893e-05,0.99981314,0.0005160668515600264
000000207844.jpg,48.56033706665039,5.5721960961818695e-05,0.99937266,0.00031458045123144984
000000208208.jpg,48.553009033203125,5.58160463697277e-05,0.99988127,0.0006141488556750119
000000208363.jpg,48.562713623046875,5.5691500165266916e-05,0.9997964,0.0003968208038713783
000000208423.jpg,48.54313278198242,5.59431136935018e-05,0.99985856,0.00036709298728965223
000000208901.jpg,48.54013442993164,5.598176358034834e-05,0.99983424,0.0015238361665979028
000000209142.jpg,48.54909896850586,5.5866388720460236e-05,0.9998687,0.000220074929529801
000000209222.jpg,48.579246520996094,5.5479886214016005e-05,0.9991823,0.0012056200066581368
000000209530.jpg,48.587615966796875,5.537300603464246e-05,0.99900556,0.0005697630112990737
000000209613.jpg,48.578792572021484,5.548563785851002e-05,0.9996678,0.0007715271203778684
000000209747.jpg,48.53123092651367,5.609661093330942e-05,0.99989384,0.0005732619320042431
000000209753.jpg,48.66685485839844,5.4371950682252645e-05,0.99418837,0.0008605570183135569
000000209757.jpg,48.661033630371094,5.444483758765273e-05,0.9998742,0.0010670609772205353
000000209829.jpg,48.57794952392578,5.549646448343992e-05,0.9998664,0.0006178090116009116
000000209972.jpg,48.53015899658203,5.611054803011939e-05,0.99986786,0.0007697202963754535
000000210030.jpg,48.54374313354492,5.593525565927848e-05,0.9998682,0.0011045533465221524
000000210032.jpg,48.56424331665039,5.567188418353908e-05,0.9996883,0.0004318513092584908
000000210099.jpg,48.711631774902344,5.381419759942219e-05,0.99490243,0.0009684836259111762
000000210230.jpg,48.7628173828125,5.318371404428035e-05,0.9978399,0.0003587677492760122
000000210273.jpg,49.49524688720703,4.4929875002708286e-05,0.9930404,0.0006568714743480086
000000210299.jpg,48.53990173339844,5.598479037871584e-05,0.9998637,0.0005360713694244623
000000210388.jpg,48.523193359375,5.620060255751014e-05,0.9997868,0.0006503246841020882
000000210394.jpg,48.55767822265625,5.575611430685967e-05,0.999804,0.0011588165070861578
000000210502.jpg,48.6613655090332,5.444072303362191e-05,0.99535245,0.0010967111447826028
000000210520.jpg,48.57756042480469,5.550144851440564e-05,0.9995332,0.00029288133373484015
000000210708.jpg,48.566200256347656,5.564682578551583e-05,0.99980354,0.0006855787360109389
000000210789.jpg,48.59959411621094,5.522048377315514e-05,0.9993322,0.00040339792030863464
000000210855.jpg,48.670692443847656,5.432390025816858e-05,0.9955984,0.00046418257988989353
000000210915.jpg,48.565616607666016,5.565427272813395e-05,0.99988455,0.0008208309300243855
000000211042.jpg,48.5701789855957,5.559581040870398e-05,0.9996462,0.0005521764396689832
000000211069.jpg,48.56079864501953,5.5715994676575065e-05,0.99983245,0.00034964721999131143
000000211120.jpg,48.571128845214844,5.5583685025339946e-05,0.9998355,0.00032222960726357996
000000211674.jpg,48.559261322021484,5.573576709139161e-05,0.998589,0.0005446944269351661
000000211825.jpg,48.5529670715332,5.581660661846399e-05,0.99978083,0.0008063830900937319
000000212072.jpg,48.556556701660156,5.577047704719007e-05,0.9998509,0.0004661018610931933
000000212166.jpg,48.577056884765625,5.550788409891538e-05,0.9998612,0.00025321319117210805
000000212226.jpg,48.91250228881836,5.138188134878874e-05,0.99642545,0.0003627192636486143
000000212453.jpg,48.591304779052734,5.532609793590382e-05,0.9994195,0.0011363272788003087
000000212559.jpg,48.56658935546875,5.564179446082562e-05,0.99966574,0.0009820538107305765
000000212573.jpg,48.55036163330078,5.5850126955192536e-05,0.9998972,0.0006914712721481919
000000212800.jpg,48.56752395629883,5.562981459661387e-05,0.9997197,0.00041714328108355403
000000212895.jpg,48.54520797729492,5.5916389101184905e-05,0.9998695,0.00039348116843029857
000000213033.jpg,48.57286834716797,5.556138057727367e-05,0.999273,0.0007496177568100393
000000213035.jpg,48.93223190307617,5.114893428981304e-05,0.9900511,0.0009372233180329204
000000213086.jpg,48.55560302734375,5.5782729759812355e-05,0.9997576,0.0005185142508707941
000000213171.jpg,48.53931427001953,5.599234646069817e-05,0.99991816,0.00040667428402230144
000000213224.jpg,48.5734748840332,5.5553653510287404e-05,0.9987914,0.0002600426960270852
000000213255.jpg,48.66455841064453,5.440062523121014e-05,0.9937749,0.0006437415140680969
000000213422.jpg,48.57746505737305,5.550265632336959e-05,0.9994991,0.0011012539034709334
000000213445.jpg,48.69408416748047,5.4032068874221295e-05,0.9976359,0.00024314654001500458
000000213547.jpg,48.57707214355469,5.550766218220815e-05,0.9990732,0.0006073976401239634
000000213593.jpg,48.64005661010742,5.470847827382386e-05,0.9977706,0.0007118150824680924
000000213605.jpg,48.54495620727539,5.591967419604771e-05,0.99985486,0.00029655793332494795
000000213816.jpg,48.54872131347656,5.587119812844321e-05,0.9998552,0.0005525987362489104
000000213830.jpg,48.56855010986328,5.56167506147176e-05,0.99983215,0.00041465635877102613
000000213935.jpg,48.625640869140625,5.489035902428441e-05,0.99624544,0.0002912902273237705
000000214192.jpg,48.68106460571289,5.41943300049752e-05,0.9997506,0.0005234770360402763
000000214200.jpg,48.566402435302734,5.564417733694427e-05,0.99853224,0.0004982967511750758
000000214205.jpg,48.541141510009766,5.5968826927710325e-05,0.99983764,0.003146975301206112
000000214224.jpg,48.566593170166016,5.564171806327067e-05,0.9994533,0.0004942539380863309
000000214539.jpg,48.574462890625,5.55410333618056e-05,0.99943894,0.0009969377424567938
000000214703.jpg,48.55377960205078,5.580615106737241e-05,0.99994344,0.0005934098735451698
000000214720.jpg,48.567169189453125,5.5634322052355856e-05,0.9997706,0.00047482934314757586
000000214753.jpg,48.534889221191406,5.604942998616025e-05,0.9998794,0.0005881329998373985
000000214869.jpg,48.568912506103516,5.561206489801407e-05,0.9993842,0.000509713776409626
000000215072.jpg,48.55836868286133,5.57472521904856e-05,0.99948454,0.0005488189053721726
000000215114.jpg,48.558929443359375,5.574000169872306e-05,0.999554,0.0007068233680911362
000000215245.jpg,48.536285400390625,5.603141471510753e-05,0.9998798,0.0003674694162327796
000000215259.jpg,48.579654693603516,5.547462933463976e-05,0.9990924,0.00046802108408883214
000000215644.jpg,48.56223678588867,5.569760105572641e-05,0.9997212,0.0009429491474293172
000000215723.jpg,48.5753059387207,5.5530235840706155e-05,0.9995397,0.000307233480270952
000000215778.jpg,48.5777473449707,5.549904744839296e-05,0.999518,0.0004075226024724543
000000216277.jpg,48.548667907714844,5.587183841271326e-05,0.9998366,0.0008043178822845221
